# learning rate : 0.002
# batch size : 64
# max_iteration : 200000
# learning rate : 0.002
# batch size : 64
# max_iteration : 200000
[i] iter = 100, loss = 1.9317, x_loss = 1.8560, l2_reg_loss = 0.0757, accuracy = 14.28, train_time = 11sec
[i] iter = 157600, loss = 0.1128, x_loss = 0.0251, l2_reg_loss = 0.0878, accuracy = 99.77, train_time = 7sec
[i] iter = 157700, loss = 0.1143, x_loss = 0.0265, l2_reg_loss = 0.0878, accuracy = 99.73, train_time = 7sec
[i] iter = 157800, loss = 0.1131, x_loss = 0.0254, l2_reg_loss = 0.0877, accuracy = 99.78, train_time = 7sec
[i] iter = 157900, loss = 0.1145, x_loss = 0.0268, l2_reg_loss = 0.0877, accuracy = 99.66, train_time = 7sec
[i] iter = 158000, loss = 0.1132, x_loss = 0.0255, l2_reg_loss = 0.0877, accuracy = 99.75, train_time = 7sec
[i] iter = 158100, loss = 0.1130, x_loss = 0.0253, l2_reg_loss = 0.0877, accuracy = 99.75, train_time = 7sec
[i] iter = 158200, loss = 0.1123, x_loss = 0.0246, l2_reg_loss = 0.0877, accuracy = 99.80, train_time = 7sec
[i] iter = 158300, loss = 0.1115, x_loss = 0.0239, l2_reg_loss = 0.0877, accuracy = 99.86, train_time = 7sec
[i] iter = 158400, loss = 0.1108, x_loss = 0.0231, l2_reg_loss = 0.0877, accuracy = 99.86, train_time = 7sec
[i] iter = 158500, loss = 0.1138, x_loss = 0.0262, l2_reg_loss = 0.0876, accuracy = 99.78, train_time = 7sec
[i] iter = 158600, loss = 0.1119, x_loss = 0.0243, l2_reg_loss = 0.0876, accuracy = 99.78, train_time = 7sec
[i] iter = 158700, loss = 0.1124, x_loss = 0.0247, l2_reg_loss = 0.0876, accuracy = 99.78, train_time = 7sec
[i] iter = 158800, loss = 0.1125, x_loss = 0.0249, l2_reg_loss = 0.0876, accuracy = 99.73, train_time = 7sec
[i] iter = 158900, loss = 0.1126, x_loss = 0.0250, l2_reg_loss = 0.0876, accuracy = 99.80, train_time = 7sec
[i] iter = 159000, loss = 0.1123, x_loss = 0.0247, l2_reg_loss = 0.0876, accuracy = 99.81, train_time = 7sec
[i] iter = 159100, loss = 0.1138, x_loss = 0.0262, l2_reg_loss = 0.0876, accuracy = 99.72, train_time = 7sec
[i] iter = 159200, loss = 0.1111, x_loss = 0.0236, l2_reg_loss = 0.0875, accuracy = 99.81, train_time = 7sec
[i] iter = 159300, loss = 0.1110, x_loss = 0.0235, l2_reg_loss = 0.0875, accuracy = 99.86, train_time = 7sec
[i] iter = 159400, loss = 0.1130, x_loss = 0.0255, l2_reg_loss = 0.0875, accuracy = 99.78, train_time = 7sec
[i] iter = 159500, loss = 0.1119, x_loss = 0.0244, l2_reg_loss = 0.0875, accuracy = 99.80, train_time = 7sec
[i] iter = 159600, loss = 0.1151, x_loss = 0.0276, l2_reg_loss = 0.0875, accuracy = 99.73, train_time = 7sec
[i] iter = 159700, loss = 0.1108, x_loss = 0.0233, l2_reg_loss = 0.0875, accuracy = 99.80, train_time = 7sec
[i] iter = 159800, loss = 0.1126, x_loss = 0.0252, l2_reg_loss = 0.0875, accuracy = 99.81, train_time = 7sec
[i] iter = 159900, loss = 0.1104, x_loss = 0.0230, l2_reg_loss = 0.0874, accuracy = 99.84, train_time = 7sec
[i] iter = 160000, loss = 0.1112, x_loss = 0.0238, l2_reg_loss = 0.0874, accuracy = 99.81, train_time = 7sec
[i] iter = 160000, test_accuracy = 92.84, test_time = 1sec
[i] iter = 160100, loss = 0.1128, x_loss = 0.0253, l2_reg_loss = 0.0874, accuracy = 99.73, train_time = 8sec
[i] iter = 160200, loss = 0.1115, x_loss = 0.0241, l2_reg_loss = 0.0874, accuracy = 99.78, train_time = 7sec
[i] iter = 160300, loss = 0.1115, x_loss = 0.0241, l2_reg_loss = 0.0874, accuracy = 99.86, train_time = 7sec
[i] iter = 160400, loss = 0.1119, x_loss = 0.0245, l2_reg_loss = 0.0874, accuracy = 99.86, train_time = 7sec
[i] iter = 160500, loss = 0.1123, x_loss = 0.0249, l2_reg_loss = 0.0873, accuracy = 99.83, train_time = 7sec
[i] iter = 160600, loss = 0.1136, x_loss = 0.0263, l2_reg_loss = 0.0873, accuracy = 99.75, train_time = 7sec
[i] iter = 160700, loss = 0.1118, x_loss = 0.0245, l2_reg_loss = 0.0873, accuracy = 99.78, train_time = 7sec
[i] iter = 160800, loss = 0.1118, x_loss = 0.0245, l2_reg_loss = 0.0873, accuracy = 99.75, train_time = 7sec
[i] iter = 160900, loss = 0.1108, x_loss = 0.0235, l2_reg_loss = 0.0873, accuracy = 99.89, train_time = 7sec
[i] iter = 161000, loss = 0.1129, x_loss = 0.0257, l2_reg_loss = 0.0873, accuracy = 99.70, train_time = 7sec
[i] iter = 161100, loss = 0.1112, x_loss = 0.0239, l2_reg_loss = 0.0873, accuracy = 99.84, train_time = 7sec
[i] iter = 161200, loss = 0.1130, x_loss = 0.0258, l2_reg_loss = 0.0872, accuracy = 99.77, train_time = 7sec
[i] iter = 161300, loss = 0.1118, x_loss = 0.0246, l2_reg_loss = 0.0872, accuracy = 99.77, train_time = 7sec
[i] iter = 161400, loss = 0.1113, x_loss = 0.0241, l2_reg_loss = 0.0872, accuracy = 99.80, train_time = 7sec
[i] iter = 161500, loss = 0.1120, x_loss = 0.0248, l2_reg_loss = 0.0872, accuracy = 99.81, train_time = 7sec
[i] iter = 161600, loss = 0.1132, x_loss = 0.0261, l2_reg_loss = 0.0872, accuracy = 99.75, train_time = 7sec
[i] iter = 161700, loss = 0.1139, x_loss = 0.0268, l2_reg_loss = 0.0872, accuracy = 99.70, train_time = 7sec
[i] iter = 161800, loss = 0.1117, x_loss = 0.0246, l2_reg_loss = 0.0872, accuracy = 99.80, train_time = 7sec
[i] iter = 161900, loss = 0.1109, x_loss = 0.0238, l2_reg_loss = 0.0871, accuracy = 99.84, train_time = 7sec
[i] iter = 162000, loss = 0.1121, x_loss = 0.0250, l2_reg_loss = 0.0871, accuracy = 99.75, train_time = 7sec
[i] iter = 162100, loss = 0.1110, x_loss = 0.0239, l2_reg_loss = 0.0871, accuracy = 99.77, train_time = 7sec
[i] iter = 162200, loss = 0.1111, x_loss = 0.0240, l2_reg_loss = 0.0871, accuracy = 99.88, train_time = 7sec
[i] iter = 162300, loss = 0.1115, x_loss = 0.0245, l2_reg_loss = 0.0871, accuracy = 99.81, train_time = 7sec
[i] iter = 162400, loss = 0.1110, x_loss = 0.0239, l2_reg_loss = 0.0871, accuracy = 99.86, train_time = 7sec
[i] iter = 162500, loss = 0.1108, x_loss = 0.0238, l2_reg_loss = 0.0871, accuracy = 99.83, train_time = 7sec
[i] iter = 162600, loss = 0.1118, x_loss = 0.0247, l2_reg_loss = 0.0870, accuracy = 99.81, train_time = 7sec
[i] iter = 162700, loss = 0.1118, x_loss = 0.0248, l2_reg_loss = 0.0870, accuracy = 99.80, train_time = 7sec
[i] iter = 162800, loss = 0.1125, x_loss = 0.0255, l2_reg_loss = 0.0870, accuracy = 99.70, train_time = 7sec
[i] iter = 162900, loss = 0.1121, x_loss = 0.0251, l2_reg_loss = 0.0870, accuracy = 99.75, train_time = 7sec
[i] iter = 163000, loss = 0.1103, x_loss = 0.0234, l2_reg_loss = 0.0870, accuracy = 99.84, train_time = 7sec
[i] iter = 163100, loss = 0.1106, x_loss = 0.0237, l2_reg_loss = 0.0870, accuracy = 99.86, train_time = 7sec
[i] iter = 163200, loss = 0.1123, x_loss = 0.0253, l2_reg_loss = 0.0869, accuracy = 99.75, train_time = 7sec
[i] iter = 163300, loss = 0.1117, x_loss = 0.0247, l2_reg_loss = 0.0869, accuracy = 99.70, train_time = 7sec
[i] iter = 163400, loss = 0.1108, x_loss = 0.0238, l2_reg_loss = 0.0869, accuracy = 99.84, train_time = 7sec
[i] iter = 163500, loss = 0.1101, x_loss = 0.0232, l2_reg_loss = 0.0869, accuracy = 99.86, train_time = 7sec
[i] iter = 163600, loss = 0.1106, x_loss = 0.0237, l2_reg_loss = 0.0869, accuracy = 99.86, train_time = 7sec
[i] iter = 163700, loss = 0.1116, x_loss = 0.0247, l2_reg_loss = 0.0869, accuracy = 99.80, train_time = 7sec
[i] iter = 163800, loss = 0.1120, x_loss = 0.0251, l2_reg_loss = 0.0869, accuracy = 99.80, train_time = 7sec
[i] iter = 163900, loss = 0.1113, x_loss = 0.0244, l2_reg_loss = 0.0868, accuracy = 99.81, train_time = 7sec
[i] iter = 164000, loss = 0.1096, x_loss = 0.0227, l2_reg_loss = 0.0868, accuracy = 99.89, train_time = 7sec
[i] iter = 164100, loss = 0.1113, x_loss = 0.0245, l2_reg_loss = 0.0868, accuracy = 99.83, train_time = 7sec
[i] iter = 164200, loss = 0.1100, x_loss = 0.0232, l2_reg_loss = 0.0868, accuracy = 99.83, train_time = 7sec
[i] iter = 164300, loss = 0.1108, x_loss = 0.0240, l2_reg_loss = 0.0868, accuracy = 99.80, train_time = 7sec
[i] iter = 164400, loss = 0.1114, x_loss = 0.0246, l2_reg_loss = 0.0868, accuracy = 99.78, train_time = 7sec
[i] iter = 164500, loss = 0.1094, x_loss = 0.0226, l2_reg_loss = 0.0868, accuracy = 99.91, train_time = 7sec
[i] iter = 164600, loss = 0.1101, x_loss = 0.0233, l2_reg_loss = 0.0867, accuracy = 99.84, train_time = 7sec
[i] iter = 164700, loss = 0.1116, x_loss = 0.0249, l2_reg_loss = 0.0867, accuracy = 99.81, train_time = 7sec
[i] iter = 164800, loss = 0.1091, x_loss = 0.0224, l2_reg_loss = 0.0867, accuracy = 99.89, train_time = 7sec
[i] iter = 164900, loss = 0.1116, x_loss = 0.0249, l2_reg_loss = 0.0867, accuracy = 99.73, train_time = 7sec
[i] iter = 165000, loss = 0.1088, x_loss = 0.0221, l2_reg_loss = 0.0867, accuracy = 99.91, train_time = 7sec
[i] iter = 165000, test_accuracy = 92.73, test_time = 1sec
[i] iter = 165100, loss = 0.1092, x_loss = 0.0225, l2_reg_loss = 0.0867, accuracy = 99.88, train_time = 8sec
[i] iter = 165200, loss = 0.1107, x_loss = 0.0241, l2_reg_loss = 0.0866, accuracy = 99.84, train_time = 7sec
[i] iter = 165300, loss = 0.1123, x_loss = 0.0256, l2_reg_loss = 0.0866, accuracy = 99.78, train_time = 7sec
[i] iter = 165400, loss = 0.1124, x_loss = 0.0258, l2_reg_loss = 0.0866, accuracy = 99.73, train_time = 7sec
[i] iter = 165500, loss = 0.1098, x_loss = 0.0232, l2_reg_loss = 0.0866, accuracy = 99.86, train_time = 7sec
[i] iter = 165600, loss = 0.1108, x_loss = 0.0242, l2_reg_loss = 0.0866, accuracy = 99.78, train_time = 7sec
[i] iter = 165700, loss = 0.1110, x_loss = 0.0245, l2_reg_loss = 0.0866, accuracy = 99.83, train_time = 7sec
[i] iter = 165800, loss = 0.1104, x_loss = 0.0238, l2_reg_loss = 0.0866, accuracy = 99.88, train_time = 7sec
[i] iter = 165900, loss = 0.1115, x_loss = 0.0250, l2_reg_loss = 0.0865, accuracy = 99.84, train_time = 7sec
[i] iter = 166000, loss = 0.1082, x_loss = 0.0216, l2_reg_loss = 0.0865, accuracy = 99.89, train_time = 7sec
[i] iter = 166100, loss = 0.1104, x_loss = 0.0239, l2_reg_loss = 0.0865, accuracy = 99.83, train_time = 7sec
[i] iter = 166200, loss = 0.1094, x_loss = 0.0229, l2_reg_loss = 0.0865, accuracy = 99.84, train_time = 7sec
[i] iter = 166300, loss = 0.1103, x_loss = 0.0238, l2_reg_loss = 0.0865, accuracy = 99.83, train_time = 7sec
[i] iter = 166400, loss = 0.1108, x_loss = 0.0243, l2_reg_loss = 0.0865, accuracy = 99.80, train_time = 7sec
[i] iter = 166500, loss = 0.1108, x_loss = 0.0243, l2_reg_loss = 0.0864, accuracy = 99.88, train_time = 7sec
[i] iter = 166600, loss = 0.1099, x_loss = 0.0235, l2_reg_loss = 0.0864, accuracy = 99.89, train_time = 7sec
[i] iter = 166700, loss = 0.1093, x_loss = 0.0229, l2_reg_loss = 0.0864, accuracy = 99.84, train_time = 7sec
[i] iter = 166800, loss = 0.1081, x_loss = 0.0217, l2_reg_loss = 0.0864, accuracy = 99.94, train_time = 7sec
[i] iter = 166900, loss = 0.1101, x_loss = 0.0237, l2_reg_loss = 0.0864, accuracy = 99.81, train_time = 7sec
[i] iter = 167000, loss = 0.1097, x_loss = 0.0233, l2_reg_loss = 0.0864, accuracy = 99.78, train_time = 7sec
[i] iter = 167100, loss = 0.1105, x_loss = 0.0241, l2_reg_loss = 0.0864, accuracy = 99.78, train_time = 7sec
[i] iter = 167200, loss = 0.1101, x_loss = 0.0238, l2_reg_loss = 0.0863, accuracy = 99.86, train_time = 7sec
[i] iter = 167300, loss = 0.1099, x_loss = 0.0236, l2_reg_loss = 0.0863, accuracy = 99.83, train_time = 7sec
[i] iter = 167400, loss = 0.1102, x_loss = 0.0239, l2_reg_loss = 0.0863, accuracy = 99.86, train_time = 7sec
[i] iter = 167500, loss = 0.1102, x_loss = 0.0239, l2_reg_loss = 0.0863, accuracy = 99.81, train_time = 7sec
[i] iter = 167600, loss = 0.1086, x_loss = 0.0223, l2_reg_loss = 0.0863, accuracy = 99.86, train_time = 7sec
[i] iter = 167700, loss = 0.1091, x_loss = 0.0228, l2_reg_loss = 0.0863, accuracy = 99.86, train_time = 7sec
[i] iter = 167800, loss = 0.1090, x_loss = 0.0228, l2_reg_loss = 0.0862, accuracy = 99.92, train_time = 7sec
[i] iter = 167900, loss = 0.1086, x_loss = 0.0224, l2_reg_loss = 0.0862, accuracy = 99.84, train_time = 7sec
[i] iter = 168000, loss = 0.1099, x_loss = 0.0237, l2_reg_loss = 0.0862, accuracy = 99.86, train_time = 7sec
[i] iter = 168100, loss = 0.1109, x_loss = 0.0247, l2_reg_loss = 0.0862, accuracy = 99.81, train_time = 7sec
[i] iter = 168200, loss = 0.1098, x_loss = 0.0236, l2_reg_loss = 0.0862, accuracy = 99.86, train_time = 7sec
[i] iter = 168300, loss = 0.1087, x_loss = 0.0225, l2_reg_loss = 0.0862, accuracy = 99.91, train_time = 7sec
[i] iter = 168400, loss = 0.1084, x_loss = 0.0223, l2_reg_loss = 0.0861, accuracy = 99.88, train_time = 7sec
[i] iter = 168500, loss = 0.1097, x_loss = 0.0235, l2_reg_loss = 0.0861, accuracy = 99.84, train_time = 7sec
[i] iter = 168600, loss = 0.1100, x_loss = 0.0239, l2_reg_loss = 0.0861, accuracy = 99.77, train_time = 7sec
[i] iter = 168700, loss = 0.1098, x_loss = 0.0237, l2_reg_loss = 0.0861, accuracy = 99.78, train_time = 7sec
[i] iter = 168800, loss = 0.1089, x_loss = 0.0228, l2_reg_loss = 0.0861, accuracy = 99.89, train_time = 7sec
[i] iter = 168900, loss = 0.1092, x_loss = 0.0232, l2_reg_loss = 0.0861, accuracy = 99.91, train_time = 7sec
[i] iter = 169000, loss = 0.1083, x_loss = 0.0223, l2_reg_loss = 0.0861, accuracy = 99.86, train_time = 7sec
[i] iter = 169100, loss = 0.1088, x_loss = 0.0228, l2_reg_loss = 0.0860, accuracy = 99.81, train_time = 7sec
[i] iter = 169200, loss = 0.1098, x_loss = 0.0238, l2_reg_loss = 0.0860, accuracy = 99.84, train_time = 7sec
[i] iter = 169300, loss = 0.1091, x_loss = 0.0231, l2_reg_loss = 0.0860, accuracy = 99.83, train_time = 7sec
[i] iter = 169400, loss = 0.1100, x_loss = 0.0240, l2_reg_loss = 0.0860, accuracy = 99.81, train_time = 7sec
[i] iter = 169500, loss = 0.1093, x_loss = 0.0233, l2_reg_loss = 0.0860, accuracy = 99.84, train_time = 7sec
[i] iter = 169600, loss = 0.1087, x_loss = 0.0228, l2_reg_loss = 0.0860, accuracy = 99.88, train_time = 7sec
[i] iter = 169700, loss = 0.1104, x_loss = 0.0245, l2_reg_loss = 0.0859, accuracy = 99.81, train_time = 7sec
[i] iter = 169800, loss = 0.1097, x_loss = 0.0237, l2_reg_loss = 0.0859, accuracy = 99.84, train_time = 7sec
[i] iter = 169900, loss = 0.1084, x_loss = 0.0225, l2_reg_loss = 0.0859, accuracy = 99.84, train_time = 7sec
[i] iter = 170000, loss = 0.1083, x_loss = 0.0224, l2_reg_loss = 0.0859, accuracy = 99.89, train_time = 7sec
[i] iter = 170000, test_accuracy = 92.78, test_time = 1sec
[i] iter = 170100, loss = 0.1099, x_loss = 0.0241, l2_reg_loss = 0.0859, accuracy = 99.81, train_time = 8sec
[i] iter = 170200, loss = 0.1083, x_loss = 0.0224, l2_reg_loss = 0.0859, accuracy = 99.94, train_time = 7sec
[i] iter = 170300, loss = 0.1087, x_loss = 0.0229, l2_reg_loss = 0.0858, accuracy = 99.83, train_time = 7sec
[i] iter = 170400, loss = 0.1076, x_loss = 0.0218, l2_reg_loss = 0.0858, accuracy = 99.94, train_time = 7sec
[i] iter = 170500, loss = 0.1077, x_loss = 0.0219, l2_reg_loss = 0.0858, accuracy = 99.91, train_time = 7sec
[i] iter = 170600, loss = 0.1087, x_loss = 0.0230, l2_reg_loss = 0.0858, accuracy = 99.80, train_time = 7sec
[i] iter = 170700, loss = 0.1091, x_loss = 0.0234, l2_reg_loss = 0.0858, accuracy = 99.83, train_time = 7sec
[i] iter = 170800, loss = 0.1092, x_loss = 0.0235, l2_reg_loss = 0.0858, accuracy = 99.84, train_time = 7sec
[i] iter = 170900, loss = 0.1082, x_loss = 0.0225, l2_reg_loss = 0.0857, accuracy = 99.84, train_time = 7sec
[i] iter = 171000, loss = 0.1097, x_loss = 0.0239, l2_reg_loss = 0.0857, accuracy = 99.84, train_time = 7sec
[i] iter = 171100, loss = 0.1099, x_loss = 0.0242, l2_reg_loss = 0.0857, accuracy = 99.86, train_time = 7sec
[i] iter = 171200, loss = 0.1072, x_loss = 0.0215, l2_reg_loss = 0.0857, accuracy = 99.95, train_time = 7sec
[i] iter = 171300, loss = 0.1075, x_loss = 0.0218, l2_reg_loss = 0.0857, accuracy = 99.91, train_time = 7sec
[i] iter = 171400, loss = 0.1091, x_loss = 0.0235, l2_reg_loss = 0.0857, accuracy = 99.86, train_time = 7sec
[i] iter = 171500, loss = 0.1100, x_loss = 0.0243, l2_reg_loss = 0.0856, accuracy = 99.84, train_time = 7sec
[i] iter = 171600, loss = 0.1093, x_loss = 0.0237, l2_reg_loss = 0.0856, accuracy = 99.80, train_time = 7sec
[i] iter = 171700, loss = 0.1080, x_loss = 0.0224, l2_reg_loss = 0.0856, accuracy = 99.92, train_time = 7sec
[i] iter = 171800, loss = 0.1074, x_loss = 0.0218, l2_reg_loss = 0.0856, accuracy = 99.94, train_time = 7sec
[i] iter = 171900, loss = 0.1081, x_loss = 0.0225, l2_reg_loss = 0.0856, accuracy = 99.89, train_time = 7sec
[i] iter = 172000, loss = 0.1068, x_loss = 0.0212, l2_reg_loss = 0.0856, accuracy = 99.95, train_time = 7sec
[i] iter = 172100, loss = 0.1082, x_loss = 0.0227, l2_reg_loss = 0.0856, accuracy = 99.89, train_time = 7sec
[i] iter = 172200, loss = 0.1083, x_loss = 0.0228, l2_reg_loss = 0.0855, accuracy = 99.88, train_time = 7sec
[i] iter = 172300, loss = 0.1069, x_loss = 0.0214, l2_reg_loss = 0.0855, accuracy = 99.92, train_time = 7sec
[i] iter = 172400, loss = 0.1078, x_loss = 0.0223, l2_reg_loss = 0.0855, accuracy = 99.89, train_time = 7sec
[i] iter = 172500, loss = 0.1085, x_loss = 0.0230, l2_reg_loss = 0.0855, accuracy = 99.89, train_time = 7sec
[i] iter = 172600, loss = 0.1082, x_loss = 0.0227, l2_reg_loss = 0.0855, accuracy = 99.84, train_time = 7sec
[i] iter = 172700, loss = 0.1087, x_loss = 0.0232, l2_reg_loss = 0.0855, accuracy = 99.84, train_time = 7sec
[i] iter = 172800, loss = 0.1095, x_loss = 0.0241, l2_reg_loss = 0.0854, accuracy = 99.77, train_time = 7sec
[i] iter = 172900, loss = 0.1080, x_loss = 0.0226, l2_reg_loss = 0.0854, accuracy = 99.83, train_time = 7sec
[i] iter = 173000, loss = 0.1085, x_loss = 0.0231, l2_reg_loss = 0.0854, accuracy = 99.83, train_time = 7sec
[i] iter = 173100, loss = 0.1081, x_loss = 0.0227, l2_reg_loss = 0.0854, accuracy = 99.88, train_time = 7sec
[i] iter = 173200, loss = 0.1085, x_loss = 0.0232, l2_reg_loss = 0.0854, accuracy = 99.88, train_time = 7sec
[i] iter = 173300, loss = 0.1085, x_loss = 0.0231, l2_reg_loss = 0.0854, accuracy = 99.83, train_time = 7sec
[i] iter = 173400, loss = 0.1084, x_loss = 0.0231, l2_reg_loss = 0.0853, accuracy = 99.84, train_time = 7sec
[i] iter = 173500, loss = 0.1079, x_loss = 0.0226, l2_reg_loss = 0.0853, accuracy = 99.88, train_time = 7sec
[i] iter = 173600, loss = 0.1095, x_loss = 0.0242, l2_reg_loss = 0.0853, accuracy = 99.81, train_time = 7sec
[i] iter = 173700, loss = 0.1085, x_loss = 0.0232, l2_reg_loss = 0.0853, accuracy = 99.86, train_time = 7sec
[i] iter = 173800, loss = 0.1097, x_loss = 0.0244, l2_reg_loss = 0.0853, accuracy = 99.78, train_time = 7sec
[i] iter = 173900, loss = 0.1074, x_loss = 0.0222, l2_reg_loss = 0.0853, accuracy = 99.89, train_time = 7sec
[i] iter = 174000, loss = 0.1078, x_loss = 0.0225, l2_reg_loss = 0.0852, accuracy = 99.91, train_time = 7sec
[i] iter = 174100, loss = 0.1089, x_loss = 0.0237, l2_reg_loss = 0.0852, accuracy = 99.86, train_time = 7sec
[i] iter = 174200, loss = 0.1074, x_loss = 0.0222, l2_reg_loss = 0.0852, accuracy = 99.86, train_time = 7sec
[i] iter = 174300, loss = 0.1082, x_loss = 0.0230, l2_reg_loss = 0.0852, accuracy = 99.83, train_time = 7sec
[i] iter = 174400, loss = 0.1089, x_loss = 0.0238, l2_reg_loss = 0.0852, accuracy = 99.77, train_time = 7sec
[i] iter = 174500, loss = 0.1073, x_loss = 0.0222, l2_reg_loss = 0.0852, accuracy = 99.91, train_time = 7sec
[i] iter = 174600, loss = 0.1090, x_loss = 0.0239, l2_reg_loss = 0.0851, accuracy = 99.83, train_time = 7sec
[i] iter = 174700, loss = 0.1086, x_loss = 0.0235, l2_reg_loss = 0.0851, accuracy = 99.86, train_time = 7sec
[i] iter = 174800, loss = 0.1076, x_loss = 0.0225, l2_reg_loss = 0.0851, accuracy = 99.88, train_time = 7sec
[i] iter = 174900, loss = 0.1088, x_loss = 0.0237, l2_reg_loss = 0.0851, accuracy = 99.89, train_time = 7sec
[i] iter = 175000, loss = 0.1075, x_loss = 0.0224, l2_reg_loss = 0.0851, accuracy = 99.92, train_time = 7sec
[i] iter = 175000, test_accuracy = 92.74, test_time = 1sec
[i] iter = 175100, loss = 0.1092, x_loss = 0.0242, l2_reg_loss = 0.0851, accuracy = 99.81, train_time = 8sec
[i] iter = 175200, loss = 0.1070, x_loss = 0.0220, l2_reg_loss = 0.0851, accuracy = 99.88, train_time = 7sec
[i] iter = 175300, loss = 0.1084, x_loss = 0.0234, l2_reg_loss = 0.0850, accuracy = 99.88, train_time = 7sec
[i] iter = 175400, loss = 0.1071, x_loss = 0.0221, l2_reg_loss = 0.0850, accuracy = 99.91, train_time = 7sec
[i] iter = 175500, loss = 0.1082, x_loss = 0.0232, l2_reg_loss = 0.0850, accuracy = 99.88, train_time = 7sec
[i] iter = 175600, loss = 0.1074, x_loss = 0.0224, l2_reg_loss = 0.0850, accuracy = 99.88, train_time = 7sec
[i] iter = 175700, loss = 0.1065, x_loss = 0.0216, l2_reg_loss = 0.0850, accuracy = 99.88, train_time = 7sec
[i] iter = 175800, loss = 0.1082, x_loss = 0.0232, l2_reg_loss = 0.0850, accuracy = 99.83, train_time = 7sec
[i] iter = 175900, loss = 0.1065, x_loss = 0.0216, l2_reg_loss = 0.0849, accuracy = 99.94, train_time = 7sec
[i] iter = 176000, loss = 0.1075, x_loss = 0.0226, l2_reg_loss = 0.0849, accuracy = 99.83, train_time = 7sec
[i] iter = 176100, loss = 0.1074, x_loss = 0.0225, l2_reg_loss = 0.0849, accuracy = 99.92, train_time = 7sec
[i] iter = 176200, loss = 0.1082, x_loss = 0.0233, l2_reg_loss = 0.0849, accuracy = 99.83, train_time = 7sec
[i] iter = 176300, loss = 0.1071, x_loss = 0.0222, l2_reg_loss = 0.0849, accuracy = 99.83, train_time = 7sec
[i] iter = 176400, loss = 0.1070, x_loss = 0.0222, l2_reg_loss = 0.0849, accuracy = 99.84, train_time = 7sec
[i] iter = 176500, loss = 0.1077, x_loss = 0.0229, l2_reg_loss = 0.0848, accuracy = 99.86, train_time = 7sec
[i] iter = 176600, loss = 0.1079, x_loss = 0.0231, l2_reg_loss = 0.0848, accuracy = 99.86, train_time = 7sec
[i] iter = 176700, loss = 0.1080, x_loss = 0.0231, l2_reg_loss = 0.0848, accuracy = 99.86, train_time = 7sec
[i] iter = 176800, loss = 0.1074, x_loss = 0.0226, l2_reg_loss = 0.0848, accuracy = 99.91, train_time = 7sec
[i] iter = 176900, loss = 0.1084, x_loss = 0.0236, l2_reg_loss = 0.0848, accuracy = 99.78, train_time = 7sec
[i] iter = 177000, loss = 0.1078, x_loss = 0.0231, l2_reg_loss = 0.0848, accuracy = 99.88, train_time = 7sec
[i] iter = 177100, loss = 0.1071, x_loss = 0.0224, l2_reg_loss = 0.0848, accuracy = 99.91, train_time = 7sec
[i] iter = 177200, loss = 0.1077, x_loss = 0.0230, l2_reg_loss = 0.0847, accuracy = 99.88, train_time = 7sec
[i] iter = 177300, loss = 0.1067, x_loss = 0.0220, l2_reg_loss = 0.0847, accuracy = 99.94, train_time = 7sec
[i] iter = 177400, loss = 0.1076, x_loss = 0.0229, l2_reg_loss = 0.0847, accuracy = 99.86, train_time = 7sec
[i] iter = 177500, loss = 0.1078, x_loss = 0.0231, l2_reg_loss = 0.0847, accuracy = 99.92, train_time = 7sec
[i] iter = 177600, loss = 0.1071, x_loss = 0.0224, l2_reg_loss = 0.0847, accuracy = 99.83, train_time = 7sec
[i] iter = 177700, loss = 0.1090, x_loss = 0.0243, l2_reg_loss = 0.0847, accuracy = 99.81, train_time = 7sec
[i] iter = 177800, loss = 0.1081, x_loss = 0.0234, l2_reg_loss = 0.0846, accuracy = 99.86, train_time = 7sec
[i] iter = 177900, loss = 0.1086, x_loss = 0.0240, l2_reg_loss = 0.0846, accuracy = 99.77, train_time = 7sec
[i] iter = 178000, loss = 0.1072, x_loss = 0.0226, l2_reg_loss = 0.0846, accuracy = 99.89, train_time = 7sec
[i] iter = 178100, loss = 0.1063, x_loss = 0.0217, l2_reg_loss = 0.0846, accuracy = 99.89, train_time = 7sec
[i] iter = 178200, loss = 0.1079, x_loss = 0.0233, l2_reg_loss = 0.0846, accuracy = 99.80, train_time = 7sec
[i] iter = 178300, loss = 0.1060, x_loss = 0.0214, l2_reg_loss = 0.0846, accuracy = 99.92, train_time = 7sec
[i] iter = 178400, loss = 0.1061, x_loss = 0.0215, l2_reg_loss = 0.0845, accuracy = 99.91, train_time = 7sec
[i] iter = 178500, loss = 0.1070, x_loss = 0.0225, l2_reg_loss = 0.0845, accuracy = 99.88, train_time = 7sec
[i] iter = 178600, loss = 0.1066, x_loss = 0.0221, l2_reg_loss = 0.0845, accuracy = 99.89, train_time = 7sec
[i] iter = 178700, loss = 0.1063, x_loss = 0.0218, l2_reg_loss = 0.0845, accuracy = 99.86, train_time = 7sec
[i] iter = 178800, loss = 0.1072, x_loss = 0.0227, l2_reg_loss = 0.0845, accuracy = 99.86, train_time = 7sec
[i] iter = 178900, loss = 0.1059, x_loss = 0.0215, l2_reg_loss = 0.0845, accuracy = 99.94, train_time = 7sec
